cve_id,description,published_date,references
CVE-2013-2202,"WordPress before 3.5.2 allows remote attackers to read arbitrary files via an oEmbed XML provider response containing an external entity declaration in conjunction with an entity reference, related to an XML External Entity (XXE) issue.",2013-07-08,"http://wordpress.org/news/2013/06/wordpress-3-5-2/,http://www.debian.org/security/2013/dsa-2718,http://codex.wordpress.org/Version_3.5.2,https://bugzilla.redhat.com/show_bug.cgi?id=976784"
CVE-2013-2201,"Multiple cross-site scripting (XSS) vulnerabilities in WordPress before 3.5.2 allow remote attackers to inject arbitrary web script or HTML via vectors involving (1) uploads of media files, (2) editing of media files, (3) installation of plugins, (4) updates to plugins, (5) installation of themes, or (6) updates to themes.",2013-07-08,"http://wordpress.org/news/2013/06/wordpress-3-5-2/,http://www.debian.org/security/2013/dsa-2718,http://codex.wordpress.org/Version_3.5.2,https://bugzilla.redhat.com/show_bug.cgi?id=976784"
CVE-2013-2200,"WordPress before 3.5.2 does not properly check the capabilities of roles, which allows remote authenticated users to bypass intended restrictions on publishing and authorship reassignment via unspecified vectors.",2013-07-08,"http://wordpress.org/news/2013/06/wordpress-3-5-2/,http://www.debian.org/security/2013/dsa-2718,http://codex.wordpress.org/Version_3.5.2,https://bugzilla.redhat.com/show_bug.cgi?id=976784"
CVE-2013-2199,"The HTTP API in WordPress before 3.5.2 allows remote attackers to send HTTP requests to intranet servers via unspecified vectors, related to a Server-Side Request Forgery (SSRF) issue, a similar vulnerability to CVE-2013-0235.",2013-07-08,"http://wordpress.org/news/2013/06/wordpress-3-5-2/,http://www.debian.org/security/2013/dsa-2718,http://codex.wordpress.org/Version_3.5.2,https://bugzilla.redhat.com/show_bug.cgi?id=976784"
CVE-2013-0237,"Cross-site scripting (XSS) vulnerability in Plupload.as in Moxiecode plupload before 1.5.5, as used in WordPress before 3.5.1 and other products, allows remote attackers to inject arbitrary web script or HTML via the id parameter.",2013-07-08,"http://wordpress.org/news/2013/01/wordpress-3-5-1/,https://github.com/moxiecode/plupload/commit/2d746ee9083c184f1234d8fed311e89bdd1b39e5,http://codex.wordpress.org/Version_3.5.1,https://bugzilla.redhat.com/show_bug.cgi?id=904122"
CVE-2013-0236,Multiple cross-site scripting (XSS) vulnerabilities in WordPress before 3.5.1 allow remote attackers to inject arbitrary web script or HTML via vectors involving (1) gallery shortcodes or (2) the content of a post.,2013-07-08,"http://codex.wordpress.org/Version_3.5.1,http://core.trac.wordpress.org/changeset/23322,http://core.trac.wordpress.org/changeset/23317,http://wordpress.org/news/2013/01/wordpress-3-5-1/,https://bugzilla.redhat.com/show_bug.cgi?id=904121"
CVE-2013-0235,"The XMLRPC API in WordPress before 3.5.1 allows remote attackers to send HTTP requests to intranet servers, and conduct port-scanning attacks, by specifying a crafted source URL for a pingback, related to a Server-Side Request Forgery (SSRF) issue.",2013-07-08,"https://bugzilla.redhat.com/show_bug.cgi?id=904120,http://codex.wordpress.org/Version_3.5.1,http://core.trac.wordpress.org/changeset/23330,http://www.acunetix.com/blog/web-security-zone/wordpress-pingback-vulnerability/,http://wordpress.org/news/2013/01/wordpress-3-5-1/"
CVE-2013-2173,"wp-includes/class-phpass.php in WordPress 3.5.1, when a password-protected post exists, allows remote attackers to cause a denial of service (CPU consumption) via a crafted value of a certain wp-postpass cookie.",2013-06-21,"http://wordpress.org/news/2013/06/wordpress-3-5-2/,https://vndh.net/note:wordpress-351-denial-service,https://github.com/wpscanteam/wpscan/issues/219,http://www.debian.org/security/2013/dsa-2718,http://codex.wordpress.org/Version_3.5.2,http://archives.neohapsis.com/archives/bugtraq/2013-06/0052.html,http://openwall.com/lists/oss-security/2013/06/12/2"
CVE-2013-3261,Cross-site scripting (XSS) vulnerability in wp-admin/admin.php in the GRAND FlAGallery plugin before 2.72 for WordPress allows remote attackers to inject arbitrary web script or HTML via the s parameter in a flag-manage-gallery action.,2013-06-01,http://wordpress.org/plugins/flash-album-gallery/changelog/
CVE-2013-3720,Cross-site scripting (XSS) vulnerability in widget_remove.php in the Feedweb plugin before 1.9 for WordPress allows remote authenticated administrators to inject arbitrary web script or HTML via the wp_post_id parameter.,2013-05-31,"http://plugins.trac.wordpress.org/changeset?old_path=%2Ffeedweb&old=689612&new_path=%2Ffeedweb&new=689612,http://www.darksecurity.de/advisories/2013/SSCHADV2013-004.txt,http://wordpress.org/extend/plugins/feedweb/changelog/"
CVE-2013-3532,SQL injection vulnerability in settings.php in the Web Dorado Spider Video Player plugin 2.1 for WordPress allows remote attackers to execute arbitrary SQL commands via the theme parameter.,2013-05-10,"https://exchange.xforce.ibmcloud.com/vulnerabilities/98332,http://www.securityfocus.com/bid/70763,http://www.securityfocus.com/bid/59021,https://exchange.xforce.ibmcloud.com/vulnerabilities/83374,http://packetstormsecurity.com/files/121250/WordPress-Spider-Video-Player-2.1-SQL-Injection.html,http://packetstormsecurity.com/files/128851/WordPress-HTML5-Flash-Player-SQL-Injection.html"
CVE-2013-3530,SQL injection vulnerability in playlist.php in the Spiffy XSPF Player plugin 0.1 for WordPress allows remote attackers to execute arbitrary SQL commands via the playlist_id parameter.,2013-05-10,"http://www.securityfocus.com/bid/58976,https://exchange.xforce.ibmcloud.com/vulnerabilities/83345,http://packetstormsecurity.com/files/121204/WordPress-Spiffy-XSPF-Player-0.1-SQL-Injection.html"
CVE-2013-3529,"Multiple cross-site scripting (XSS) vulnerabilities in user/obits.php in the WP FuneralPress plugin before 1.1.7 for WordPress allow remote attackers to inject arbitrary web script or HTML via the (1) message, (2) photo-message, or (3) youtube-message parameter.",2013-05-10,"http://plugins.trac.wordpress.org/changeset?old_path=%2Fwp-funeral-press&old=690038&new_path=%2Fwp-funeral-press&new=690038,http://packetstormsecurity.com/files/121030/WordPress-FuneralPress-1.1.6-Cross-Site-Scripting.html,http://seclists.org/fulldisclosure/2013/Mar/282,http://www.exploit-db.com/exploits/24914,https://exchange.xforce.ibmcloud.com/vulnerabilities/83188,http://wordpress.org/extend/plugins/wp-funeral-press/changelog/,http://www.securityfocus.com/bid/58790"
CVE-2013-3526,"Cross-site scripting (XSS) vulnerability in js/ta_loaded.js.php in the Traffic Analyzer plugin, possibly 3.3.2 and earlier, for WordPress allows remote attackers to inject arbitrary web script or HTML via the aoid parameter.",2013-05-10,"http://packetstormsecurity.com/files/121167/WordPress-Traffic-Analyzer-Cross-Site-Scripting.html,http://www.securityfocus.com/bid/58948,https://exchange.xforce.ibmcloud.com/vulnerabilities/83311"
CVE-2013-3254,Cross-site scripting (XSS) vulnerability in wp-admin/admin.php in the WP Photo Album Plus plugin before 5.0.3 for WordPress allows remote attackers to inject arbitrary web script or HTML via the commentid parameter in a wppa_manage_comments edit action.,2013-05-10,http://wordpress.org/extend/plugins/wp-photo-album-plus/changelog/
CVE-2013-2707,Cross-site request forgery (CSRF) vulnerability in the Login With Ajax plugin before 3.1 for WordPress allows remote attackers to hijack the authentication of arbitrary users for requests that modify this plugin's settings.,2013-05-10,http://wordpress.org/extend/plugins/login-with-ajax/changelog/
CVE-2013-2703,Cross-site request forgery (CSRF) vulnerability in the Facebook Members plugin before 5.0.5 for WordPress allows remote attackers to hijack the authentication of administrators for requests that modify this plugin's settings.,2013-05-05,http://wordpress.org/extend/plugins/facebook-members/changelog/
CVE-2013-2702,Cross-site request forgery (CSRF) vulnerability in the Easy AdSense Lite plugin before 6.10 for WordPress allows remote attackers to hijack the authentication of arbitrary users for requests that modify this plugin's settings.,2013-05-05,
CVE-2013-2709,Cross-site request forgery (CSRF) vulnerability in the FourSquare Checkins plugin before 1.3 for WordPress allows remote attackers to hijack the authentication of arbitrary users for requests that insert XSS sequences.,2013-04-26,http://wordpress.org/extend/plugins/foursquare-checkins/changelog/
CVE-2013-1949,"Social Media Widget (social-media-widget) plugin 4.0 for WordPress contains an externally introduced modification (Trojan Horse), which allows remote attackers to force the upload of arbitrary files.",2013-04-25,"http://blog.sucuri.net/2013/04/wordpress-plugin-social-media-widget.html,http://www.openwall.com/lists/oss-security/2013/04/14/1,http://securityledger.com/hacked-wordpress-plug-in-put-on-double-secret-probation/,http://it.slashdot.org/story/13/04/13/212226/popular-wordpress-plug-in-caught-spamming-is-put-on-probation"
CVE-2013-2696,Cross-site request forgery (CSRF) vulnerability in the All in One Webmaster plugin before 8.2.4 for WordPress allows remote attackers to hijack the authentication of arbitrary users for requests that insert XSS sequences.,2013-04-25,http://wordpress.org/extend/plugins/all-in-one-webmaster/changelog/
CVE-2013-2697,Cross-site request forgery (CSRF) vulnerability in the WP-DownloadManager plugin before 1.61 for WordPress allows remote attackers to hijack the authentication of arbitrary users for requests that insert XSS sequences.,2013-04-19,http://wordpress.org/extend/plugins/wp-downloadmanager/changelog/
CVE-2013-2744,"importbuddy.php in the BackupBuddy plugin 2.2.25 for WordPress allows remote attackers to obtain configuration information via a step 0 phpinfo action, which calls the phpinfo function.",2013-04-02,"http://archives.neohapsis.com/archives/fulldisclosure/2013-03/0205.html,http://packetstormsecurity.com/files/120923"
CVE-2013-2743,"importbuddy.php in the BackupBuddy plugin 1.3.4, 2.1.4, 2.2.25, 2.2.28, and 2.2.4 for WordPress allows remote attackers to bypass authentication via a crafted integer in the step parameter.",2013-04-02,"http://archives.neohapsis.com/archives/fulldisclosure/2013-03/0205.html,http://packetstormsecurity.com/files/120923"
CVE-2013-2742,"importbuddy.php in the BackupBuddy plugin 1.3.4, 2.1.4, 2.2.25, 2.2.28, and 2.2.4 for WordPress does not reliably delete itself after completing a restore operation, which makes it easier for remote attackers to obtain access via subsequent requests to this script.",2013-04-02,"http://archives.neohapsis.com/archives/fulldisclosure/2013-03/0205.html,http://packetstormsecurity.com/files/120923"
CVE-2013-2741,"importbuddy.php in the BackupBuddy plugin 1.3.4, 2.1.4, 2.2.25, 2.2.28, and 2.2.4 for WordPress does not require that authentication be enabled, which allows remote attackers to obtain sensitive information, or overwrite or delete files, via vectors involving a (1) direct request, (2) step=1 request, (3) step=2 or step=3 request, or (4) step=7 request.",2013-04-02,"http://archives.neohapsis.com/archives/fulldisclosure/2013-03/0205.html,http://packetstormsecurity.com/files/120923"
CVE-2013-2501,Cross-site scripting (XSS) vulnerability in the Terillion Reviews plugin before 1.2 for WordPress allows remote attackers to inject arbitrary web script or HTML via the ProfileId field.,2013-03-22,"https://exchange.xforce.ibmcloud.com/vulnerabilities/82727,http://www.securityfocus.com/bid/58415,http://packetstormsecurity.com/files/120730/WordPress-Terillion-Reviews-Cross-Site-Scripting.html,http://wordpress.org/extend/plugins/terillion-reviews/changelog/,http://plugins.trac.wordpress.org/changeset/683838/terillion-reviews,http://archives.neohapsis.com/archives/bugtraq/2013-03/0055.html"
CVE-2013-2640,"ajax.functions.php in the MailUp plugin before 1.3.2 for WordPress does not properly restrict access to unspecified Ajax functions, which allows remote attackers to modify plugin settings and conduct cross-site scripting (XSS) attacks via unspecified vectors related to ""formData=save"" requests, a different version than CVE-2013-0731.",2013-03-22,"http://plugins.trac.wordpress.org/changeset?new=682420,http://wordpress.org/extend/plugins/wp-mailup/changelog/"
CVE-2013-0731,"ajax.functions.php in the MailUp plugin before 1.3.3 for WordPress does not properly restrict access to unspecified Ajax functions, which allows remote attackers to modify plugin settings and conduct cross-site scripting (XSS) attacks by setting the wordpress_logged_in cookie.  NOTE: this is due to an incomplete fix for a similar issue that was fixed in 1.3.2.",2013-03-22,"http://www.securityfocus.com/bid/58467,http://plugins.trac.wordpress.org/changeset?new=682420,https://exchange.xforce.ibmcloud.com/vulnerabilities/82847,http://wordpress.org/extend/plugins/wp-mailup/changelog/"
CVE-2011-5265,Cross-site scripting (XSS) vulnerability in cached_image.php in the Featurific For WordPress plugin 1.6.2 for WordPress allows remote attackers to inject arbitrary web script or HTML via the snum parameter.  NOTE: this has been disputed by a third party.,2013-02-12,"https://exchange.xforce.ibmcloud.com/vulnerabilities/71468,http://www.securityfocus.com/bid/50779,http://archives.neohapsis.com/archives/bugtraq/2012-04/0120.html,http://www.securityfocus.com/archive/1/archive/1/520625/100/0/threaded"
CVE-2011-5264,Cross-site scripting (XSS) vulnerability in lazyest-backup.php in the Lazyest Backup plugin before 0.2.2 for WordPress allows remote attackers to inject arbitrary web script or HTML via the xml_or_all parameter.,2013-02-12,"http://wordpress.org/extend/plugins/lazyest-backup/changelog/,http://plugins.trac.wordpress.org/changeset?reponame=&new=470737%40lazyest-backup&old=468541%40lazyest-backup,http://www.securityfocus.com/bid/50900,https://exchange.xforce.ibmcloud.com/vulnerabilities/71650"
CVE-2011-5257,Multiple cross-site scripting (XSS) vulnerabilities in the Classipress theme before 3.1.5 for WordPress allow remote attackers to inject arbitrary web script or HTML via the (1) twitter_id parameter related to the Twitter widget and (2) facebook_id parameter related to the Facebook widget.,2013-02-12,"http://docs.appthemes.com/classipress/classipress-version-3-1-5/,http://www.exploit-db.com/exploits/18053"
CVE-2013-1464,Cross-site scripting (XSS) vulnerability in assets/player.swf in the Audio Player plugin before 2.0.4.6 for Wordpress allows remote attackers to inject arbitrary web script or HTML via the playerID parameter.,2013-02-07,"http://packetstormsecurity.com/files/120129/WordPress-Audio-Player-SWF-Cross-Site-Scripting.html,http://insight-labs.org/?p=738,http://wordpress.org/extend/plugins/audio-player/changelog/,http://www.securityfocus.com/bid/57848"
CVE-2013-1463,"Cross-site scripting (XSS) vulnerability in js/tabletools/zeroclipboard.swf in the WP-Table Reloaded module before 1.9.4 for Wordpress allows remote attackers to inject arbitrary web script or HTML via the id parameter.  NOTE: this might be the same vulnerability as CVE-2013-1808.  If so, it is likely that CVE-2013-1463 will be REJECTed.",2013-02-07,"http://www.securityfocus.com/bid/57664,http://packetstormsecurity.com/files/119968/WordPress-WP-Table-Reloaded-Cross-Site-Scripting.html,https://exchange.xforce.ibmcloud.com/vulnerabilities/81748,http://tobias.baethge.com/2013/01/maintenance-release-wp-table-reloaded-1-9-4/"
CVE-2012-6527,Cross-site scripting (XSS) vulnerability in the My Calendar plugin before 1.10.2 for WordPress allows remote attackers to inject arbitrary web script or HTML via the PATH_INFO.,2013-01-31,"https://exchange.xforce.ibmcloud.com/vulnerabilities/72454,http://wordpress.org/extend/plugins/my-calendar/changelog/,http://www.securityfocus.com/bid/51539,http://plugins.trac.wordpress.org/changeset/490070/my-calendar"
CVE-2012-6506,Multiple cross-site scripting (XSS) vulnerabilities in the Zingiri Web Shop plugin 2.4.0 for WordPress allow remote attackers to inject arbitrary web script or HTML via the (1) page parameter in zing.inc.php or (2) notes parameter in fws/pages-front/onecheckout.php.,2013-01-23,"https://exchange.xforce.ibmcloud.com/vulnerabilities/75178,http://wordpress.org/extend/plugins/zingiri-web-shop/changelog/,http://www.exploit-db.com/exploits/18787,http://plugins.trac.wordpress.org/changeset?reponame=&old=537613%40zingiri-web-shop&new=537613%40zingiri-web-shop,http://www.securityfocus.com/bid/53278,https://exchange.xforce.ibmcloud.com/vulnerabilities/75179"
CVE-2011-4618,Cross-site scripting (XSS) vulnerability in advancedtext.php in Advanced Text Widget plugin before 2.0.2 for WordPress allows remote attackers to inject arbitrary web script or HTML via the page parameter.,2013-01-23,"http://archives.neohapsis.com/archives/bugtraq/2012-04/0119.html,http://wordpress.org/support/topic/wordpress-advanced-text-widget-plugin-cross-site-scripting-vulnerabilities,https://exchange.xforce.ibmcloud.com/vulnerabilities/71412,http://www.securityfocus.com/bid/50744,http://www.openwall.com/lists/oss-security/2011/12/19/6,http://plugins.trac.wordpress.org/changeset?reponame=&new=466102@advanced-text-widget&old=465828@advanced-text-widget,http://www.securityfocus.com/archive/1/520589,http://wordpress.org/extend/plugins/advanced-text-widget/changelog/"
CVE-2012-6499,Open redirect vulnerability in age-verification.php in the Age Verification plugin 0.4 and earlier for WordPress allows remote attackers to redirect users to arbitrary web sites and conduct phishing attacks via a URL in the redirect_to parameter.,2013-01-11,"http://www.securityfocus.com/bid/51357,http://www.exploit-db.com/exploits/18350"
CVE-2011-5254,Unspecified vulnerability in the Connections plugin before 0.7.1.6 for WordPress has unknown impact and attack vectors.,2013-01-11,"http://wordpress.org/extend/plugins/connections/changelog/,http://www.securityfocus.com/bid/51204"
CVE-2013-0721,"wp-php-widget.php in the WP PHP widget plugin 1.0.2 for WordPress allows remote attackers to obtain sensitive information via a direct request, which reveals the full path in an error message.",2013-01-02,https://exchange.xforce.ibmcloud.com/vulnerabilities/80906
CVE-2012-5868,"WordPress 3.4.2 does not invalidate a wordpress_sec session cookie upon an administrator's logout action, which makes it easier for remote attackers to discover valid session identifiers via a brute-force attack, or modify data via a replay attack.",2012-12-27,http://whiteoaksecurity.com/blog/2012/12/17/cve-2012-5868-wordpress-342-sessions-not-terminated-upon-explicit-user-logout
CVE-2012-5469,The Portable phpMyAdmin plugin before 1.3.1 for WordPress allows remote attackers to bypass authentication and obtain phpMyAdmin console access via a direct request to wp-content/plugins/portable-phpmyadmin/wp-pma-mod.,2012-12-20,"http://archives.neohapsis.com/archives/bugtraq/2012-12/0092.html,http://wordpress.org/extend/plugins/portable-phpmyadmin/changelog/"
CVE-2012-5178,Cross-site request forgery (CSRF) vulnerability in the Welcart plugin before 1.2.2 for WordPress allows remote attackers to hijack the authentication of arbitrary users for requests that complete a purchase.,2012-12-19,"http://jvn.jp/en/jp/JVN53269985/index.html,http://www.welcart.com/community/archives/4524,http://jvndb.jvn.jp/jvndb/JVNDB-2012-000109"
CVE-2012-5177,Cross-site scripting (XSS) vulnerability in the Welcart plugin before 1.2.2 for WordPress allows remote attackers to inject arbitrary web script or HTML via unspecified vectors.,2012-12-19,"http://jvndb.jvn.jp/jvndb/JVNDB-2012-000108,http://www.welcart.com/community/archives/4524,http://jvn.jp/en/jp/JVN18731696/index.html"
CVE-2012-6313,"simple-gmail-login.php in the Simple Gmail Login plugin before 1.1.4 for WordPress allows remote attackers to obtain sensitive information via a request that lacks a timezone, leading to disclosure of the installation path in a stack trace.",2012-12-11,"http://wordpress.org/extend/plugins/simple-gmail-login/changelog/,http://archives.neohapsis.com/archives/bugtraq/2012-12/0061.html"
CVE-2012-6312,Cross-site scripting (XSS) vulnerability in the Video Lead Form plugin for WordPress allows remote attackers to inject arbitrary web script or HTML via the errMsg parameter in a video-lead-form action to wp-admin/admin.php.,2012-12-11,"http://archives.neohapsis.com/archives/bugtraq/2012-12/0060.html,http://wordpress.org/extend/plugins/video-lead-form/changelog/"
CVE-2012-5913,Cross-site scripting (XSS) vulnerability in wp-integrator.php in the WordPress Integrator module 1.32 for WordPress allows remote attackers to inject arbitrary web script or HTML via the redirect_to parameter to wp-login.php.,2012-11-17,"https://exchange.xforce.ibmcloud.com/vulnerabilities/74475,http://packetstormsecurity.org/files/111249/WordPress-Integrator-1.32-Cross-Site-Scripting.html,http://www.securityfocus.com/bid/52739,http://www.darksecurity.de/advisories/2012/SSCHADV2012-010.txt"
CVE-2012-5856,Cross-site scripting (XSS) vulnerability in the Uk Cookie (aka uk-cookie) plugin for WordPress allows remote attackers to inject arbitrary web script or HTML via unspecified vectors.,2012-11-17,"http://www.securityfocus.com/bid/56509,https://exchange.xforce.ibmcloud.com/vulnerabilities/80047,http://packetstormsecurity.org/files/118053/WordPress-UK-Cookie-Cross-Site-Scripting.html"
CVE-2011-5226,Cross-site request forgery (CSRF) vulnerability in wordpress_sentinel.php in the Sentinel plugin 1.0.0 for WordPress allows remote attackers to hijack the authentication of an administrator for requests that trigger snapshots.,2012-10-25,"http://www.boiteaweb.fr/wordpress-sentinel-v1-0-0-3104.html,http://plugins.trac.wordpress.org/changeset?reponame=&new=475315@wordpress-sentinel&old=474998@wordpress-sentinel,http://wordpress.org/extend/plugins/wordpress-sentinel/changelog/,http://www.securityfocus.com/bid/51089,https://exchange.xforce.ibmcloud.com/vulnerabilities/71857"
CVE-2011-5225,Cross-site scripting (XSS) vulnerability in wordpress_sentinel.php in the Sentinel plugin 1.0.0 for WordPress allows remote attackers to inject arbitrary web script or HTML via unknown vectors.,2012-10-25,"http://www.boiteaweb.fr/wordpress-sentinel-v1-0-0-3104.html,http://plugins.trac.wordpress.org/changeset?reponame=&new=475315@wordpress-sentinel&old=474998@wordpress-sentinel,http://wordpress.org/extend/plugins/wordpress-sentinel/changelog/,http://www.securityfocus.com/bid/51089,https://exchange.xforce.ibmcloud.com/vulnerabilities/71854"
CVE-2011-5224,SQL injection vulnerability in the Sentinel plugin 1.0.0 for WordPress allows remote attackers to execute arbitrary SQL commands via unspecified vectors.,2012-10-25,"http://www.boiteaweb.fr/wordpress-sentinel-v1-0-0-3104.html,http://plugins.trac.wordpress.org/changeset?reponame=&new=475315@wordpress-sentinel&old=474998@wordpress-sentinel,http://wordpress.org/extend/plugins/wordpress-sentinel/changelog/,http://www.securityfocus.com/bid/51089,https://exchange.xforce.ibmcloud.com/vulnerabilities/71858"
CVE-2011-5216,SQL injection vulnerability in ajax.php in SCORM Cloud For WordPress plugin before 1.0.7 for WordPress allows remote attackers to execute arbitrary SQL commands via the active parameter.  NOTE: some of these details are obtained from third party information.,2012-10-25,"http://wordpress.org/extend/plugins/scormcloud/changelog/,https://exchange.xforce.ibmcloud.com/vulnerabilities/71788,http://plugins.trac.wordpress.org/changeset/435356/scormcloud"
CVE-2012-5388,"Cross-site scripting (XSS) vulnerability in wlcms-plugin.php in the White Label CMS plugin 1.5 for WordPress allows remote authenticated administrators to inject arbitrary web script or HTML via the wlcms_o_developer_name parameter in a save action to wp-admin/admin.php, a related issue to CVE-2012-5387.",2012-10-24,"http://www.securityfocus.com/bid/56166,http://www.exploit-db.com/exploits/22156/,http://wordpress.org/extend/plugins/white-label-cms/changelog/,https://exchange.xforce.ibmcloud.com/vulnerabilities/79522,http://packetstormsecurity.org/files/117590/White-Label-CMS-1.5-Cross-Site-Request-Forgery-Cross-Site-Scripting.html"
CVE-2012-5387,"Cross-site request forgery (CSRF) vulnerability in wlcms-plugin.php in the White Label CMS plugin before 1.5.1 for WordPress allows remote attackers to hijack the authentication of administrators for requests that modify the developer name via the wlcms_o_developer_name parameter in a save action to wp-admin/admin.php, as demonstrated by a developer name containing XSS sequences.",2012-10-24,"http://www.securityfocus.com/bid/56166,https://exchange.xforce.ibmcloud.com/vulnerabilities/79520,http://www.exploit-db.com/exploits/22156/,http://wordpress.org/extend/plugins/white-label-cms/changelog/,http://packetstormsecurity.org/files/117590/White-Label-CMS-1.5-Cross-Site-Request-Forgery-Cross-Site-Scripting.html"
CVE-2012-5350,SQL injection vulnerability in the Pay With Tweet plugin before 1.2 for WordPress allows remote authenticated users with certain permissions to execute arbitrary SQL commands via the id parameter in a paywithtweet shortcode.,2012-10-09,"http://wordpress.org/extend/plugins/pay-with-tweet/changelog/,http://www.exploit-db.com/exploits/18330,https://exchange.xforce.ibmcloud.com/vulnerabilities/72165,http://www.securityfocus.com/bid/51308"
CVE-2012-5349,"Multiple cross-site scripting (XSS) vulnerabilities in pay.php in the Pay With Tweet plugin before 1.2 allow remote attackers to inject arbitrary web script or HTML via the (1) link, (2) title, or (3) dl parameter.",2012-10-09,"http://wordpress.org/extend/plugins/pay-with-tweet/changelog/,http://www.exploit-db.com/exploits/18330,https://exchange.xforce.ibmcloud.com/vulnerabilities/72166,http://www.securityfocus.com/bid/51308"
CVE-2012-5346,Cross-site scripting (XSS) vulnerability in wp-live.php in the WP Live.php module 1.2.1 for WordPress allows remote attackers to inject arbitrary web script or HTML via the s parameter.  NOTE: some of these details are obtained from third party information.,2012-10-09,"https://exchange.xforce.ibmcloud.com/vulnerabilities/72080,http://packetstormsecurity.org/files/108282/wplivephp-xss.txt,http://www.securityfocus.com/bid/51220"
CVE-2012-5328,"Multiple SQL injection vulnerabilities in the Mingle Forum plugin 1.0.32.1 and other versions before 1.0.33 for WordPress might allow remote authenticated users to execute arbitrary SQL commands via the (1) memberid or (2) groupid parameters in a removemember action or (3) id parameter to fs-admin/fs-admin.php, or (4) edit_forum_id parameter in an edit_save_forum action to fs-admin/wpf-edit-forum-group.php.",2012-10-08,"http://plugins.trac.wordpress.org/changeset?reponame=&new=492859@mingle-forum&old=487353@mingle-forum,http://wordpress.org/extend/plugins/mingle-forum/changelog/"
CVE-2012-5327,"Multiple SQL injection vulnerabilities in fs-admin/fs-admin.php in the Mingle Forum plugin 1.0.32.1 and other versions before 1.0.33 for WordPress allow remote authenticated users to execute arbitrary SQL commands via the (1) delete_usrgrp[] parameter in a delete_usergroups action, (2) usergroup parameter in an add_user_togroup action, or (3) add_forum_group_id parameter in an add_forum_submit action.",2012-10-08,"http://packetstormsecurity.org/files/view/108915/wpmingleforum-sqlxss.txt,http://plugins.trac.wordpress.org/changeset?reponame=&new=492859@mingle-forum&old=487353@mingle-forum,https://exchange.xforce.ibmcloud.com/vulnerabilities/72641,http://wordpress.org/extend/plugins/mingle-forum/changelog/"
CVE-2012-5325,Multiple cross-site scripting (XSS) vulnerabilities in the scr_do_redirect function in scr.php in the Shortcode Redirect plugin 1.0.01 and earlier for WordPress allow remote authenticated users with certain permissions to inject arbitrary web script or HTML via the (1) url or (2) sec attributes in a redirect tag.,2012-10-08,"http://www.securityfocus.com/bid/51626,https://exchange.xforce.ibmcloud.com/vulnerabilities/72620,http://packetstormsecurity.org/files/view/108914/wpshortcoderedirect-xss.txt"
CVE-2011-5208,Multiple directory traversal vulnerabilities in the BackWPup plugin before 1.4.1 for WordPress allow remote attackers to read arbitrary files via a .. (dot dot) in the wpabs parameter to (1) app/options-view_log-iframe.php or (2) app/options-runnow-iframe.php.,2012-10-08,"http://wordpress.org/extend/plugins/backwpup/changelog/,http://archives.neohapsis.com/archives/fulldisclosure/2011-02/0663.html"
CVE-2011-4342,PHP remote file inclusion vulnerability in wp_xml_export.php in the BackWPup plugin before 1.7.2 for WordPress allows remote attackers to execute arbitrary PHP code via a URL in the wpabs parameter.,2012-10-08,"http://www.openwall.com/lists/oss-security/2011/11/22/10,http://seclists.org/fulldisclosure/2011/Mar/328,http://wordpress.org/support/topic/plugin-backwpup-remote-and-local-codeexecution-vulnerability-sos-11-003,http://www.exploit-db.com/exploits/17056,http://www.senseofsecurity.com.au/advisories/SOS-11-003.pdf,http://www.openwall.com/lists/oss-security/2011/11/22/7,http://packetstormsecurity.org/files/view/99799/SOS-11-003.txt"
CVE-2012-5318,"Unrestricted file upload vulnerability in uploadify/scripts/uploadify.php in the Kish Guest Posting plugin 1.2 for WordPress allows remote attackers to execute arbitrary code by uploading a file with a double extension, then accessing it via a direct request to the file in the directory specified by the folder parameter.  NOTE: this vulnerability exists because of an incomplete fix for CVE-2012-1125.",2012-10-08,http://www.openwall.com/lists/oss-security/2012/03/08/1
CVE-2012-5310,SQL injection vulnerability in the WP e-Commerce plugin before 3.8.7.6 for WordPress allows remote attackers to execute arbitrary SQL commands via unspecified vectors.,2012-10-08,"http://www.securityfocus.com/bid/51637,https://exchange.xforce.ibmcloud.com/vulnerabilities/72622,http://wordpress.org/extend/plugins/wp-e-commerce/changelog/"
CVE-2012-1125,"Unrestricted file upload vulnerability in uploadify/scripts/uploadify.php in the Kish Guest Posting plugin before 1.2 for WordPress allows remote attackers to execute arbitrary code by uploading a file with a PHP extension, then accessing it via a direct request to the file in the directory specified by the folder parameter.",2012-10-08,"http://www.exploit-db.com/exploits/18412,https://exchange.xforce.ibmcloud.com/vulnerabilities/79563,http://www.openwall.com/lists/oss-security/2012/03/06/11,http://www.openwall.com/lists/oss-security/2012/03/08/1,http://www.securityfocus.com/bid/51638,http://plugins.svn.wordpress.org/kish-guest-posting/trunk/readme.txt,http://plugins.trac.wordpress.org/changeset/403694/kish-guest-posting/trunk/uploadify/scripts/uploadify.php,http://www.openwall.com/lists/oss-security/2012/03/06/3,http://archives.neohapsis.com/archives/bugtraq/2012-01/0145.html"
